name,kind,first_reference,source,english_equivalent,source_form,greek_form,name_meaning,equivalent_source,equivalent_confidence,footnote
Gōni,transliterated_form,1 Chronicles 7:13,ot,Guni,Gōni,γωνι,a garden; a covering,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Guni. Source form: Gōni. Greek form: γωνι. Name meaning: a garden; a covering. Equivalent source: UKJV same-reference name-order alignment.
Issiēr,transliterated_form,1 Chronicles 7:13,ot,Issier,Issiēr,ισσιηρ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Issier. Source form: Issiēr. Greek form: ισσιηρ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Aseriēl,transliterated_form,1 Chronicles 7:14,ot,Ashriel,Aseriēl,ασεριηλ,same as Asareel,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Ashriel. Source form: Aseriēl. Greek form: ασεριηλ. Name meaning: same as Asareel. Equivalent source: UKJV same-reference name-order alignment.
Oulam,person,1 Chronicles 7:16,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Aniam,person,1 Chronicles 7:19,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ezer,person,1 Chronicles 7:21,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elead,person,1 Chronicles 7:21,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Seera,place,1 Chronicles 7:24,ot,Sherah,Seera,σεηρα,flesh; relationship,UKJV same-reference name-order alignment,aligned,Place-name meaning: Sherah — flesh; relationship. Standard English equivalent: Sherah. Source form: Seera. Greek form: σεηρα. Equivalent source: UKJV same-reference name-order alignment.
Laadan,person,1 Chronicles 7:26,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Iēsoue,transliterated_form,1 Chronicles 7:27,ot,Iesoue,Iēsoue,ιησουε,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Iesoue. Source form: Iēsoue. Greek form: ιησουε. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Naaran,place,1 Chronicles 7:28,ot,Naaran,Naaran,νααραν,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Naaran — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Naaran. Greek form: νααραν. Equivalent source: UKJV same-reference name-order alignment.
Melchiēl,transliterated_form,1 Chronicles 7:31,ot,Malchiel,Melchiēl,μελχιηλ,"God is my king, or counselor",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Malchiel. Source form: Melchiēl. Greek form: μελχιηλ. Name meaning: God is my king, or counselor. Equivalent source: UKJV same-reference name-order alignment."
Bamaēl,transliterated_form,1 Chronicles 7:33,ot,Bimhal,Bamaēl,βαμαηλ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Bimhal. Source form: Bamaēl. Greek form: βαμαηλ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference name-order alignment.
Semmēr,transliterated_form,1 Chronicles 7:34,ot,Shamer,Semmēr,σεμμηρ,keeper; thorn; dregs,UKJV same-reference witness,0.67,Standard English equivalent: Shamer. Source form: Semmēr. Greek form: σεμμηρ. Name meaning: keeper; thorn; dregs. Equivalent source: UKJV same-reference witness.
Baniēlam,transliterated_form,1 Chronicles 7:35,ot,Banielam,Baniēlam,βανηελαμ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Banielam. Source form: Baniēlam. Greek form: βανηελαμ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Selles,person,1 Chronicles 7:35,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amal,person,1 Chronicles 7:35,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Imarē,transliterated_form,1 Chronicles 7:36,ot,Imrah,Imarē,ιμαρη,a rebel; waxing bitter; changing,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Imrah. Source form: Imarē. Greek form: ιμαρη. Name meaning: a rebel; waxing bitter; changing. Equivalent source: UKJV same-reference name-order alignment.
Beēra,transliterated_form,1 Chronicles 7:37,ot,Beera,Beēra,βεηρα,a well; declaring,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Beera. Source form: Beēra. Greek form: βεηρα. Name meaning: a well; declaring. Equivalent source: UKJV same-reference name-order alignment.
Sōpharphak,transliterated_form,1 Chronicles 8:5,ot,Sopharphak,Sōpharphak,σωφαρφακ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Sopharphak. Source form: Sōpharphak. Greek form: σωφαρφακ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Ono,place,1 Chronicles 8:12,ot,Ono,Ono,ωνω,grief or strength or iniquity of him,UKJV same-reference name-order alignment,aligned,Place-name meaning: Ono — grief or strength or iniquity of him. Source form: Ono. Greek form: ωνω. Equivalent source: UKJV same-reference name-order alignment.
Lod,place,1 Chronicles 8:12,ot,Lod,Lod,λοδ,nativity; generation,UKJV same-reference name-order alignment,aligned,Place-name meaning: Lod — nativity; generation. Source form: Lod. Greek form: λοδ. Equivalent source: UKJV same-reference name-order alignment.
Oded,person,1 Chronicles 8:15,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zabdi,person,1 Chronicles 8:19,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elioēnai,transliterated_form,1 Chronicles 8:20,ot,Elienai,Elioēnai,ελιωηναι,the God of my eyes,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Elienai. Source form: Elioēnai. Greek form: ελιωηναι. Name meaning: the God of my eyes. Equivalent source: UKJV same-reference name-order alignment.
Eliēli,transliterated_form,1 Chronicles 8:20,ot,Eliel,Eliēli,ελιηλι,"God, my God",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Eliel. Source form: Eliēli. Greek form: ελιηλι. Name meaning: God, my God. Equivalent source: UKJV same-reference name-order alignment."
Adaia,person,1 Chronicles 8:21,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eleēl,transliterated_form,1 Chronicles 8:22,ot,Eliel,Eleēl,ελεηλ,"God, my God",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Eliel. Source form: Eleēl. Greek form: ελεηλ. Name meaning: God, my God. Equivalent source: UKJV same-reference name-order alignment."
Abadōn,transliterated_form,1 Chronicles 8:23,ot,Abdon,Abadōn,αβαδων,servant; cloud of judgment,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Abdon. Source form: Abadōn. Greek form: αβαδων. Name meaning: servant; cloud of judgment. Equivalent source: UKJV same-reference name-order alignment.
Anathōthia,transliterated_form,1 Chronicles 8:24,ot,Antothijah,Anathōthia,αναθωθια,answers or songs of the Lord; afflictions,UKJV same-reference witness,0.80,Standard English equivalent: Antothijah. Source form: Anathōthia. Greek form: αναθωθια. Name meaning: answers or songs of the Lord; afflictions. Equivalent source: UKJV same-reference witness.
Pheliēl,transliterated_form,1 Chronicles 8:25,ot,Pheliel,Pheliēl,φελιηλ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Pheliel. Source form: Pheliēl. Greek form: φελιηλ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Gedour,person,1 Chronicles 8:31,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Makalōth,transliterated_form,1 Chronicles 8:31,ot,Mikloth,Makalōth,μακαλωθ,little wants; little voices; looking downward,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Mikloth. Source form: Makalōth. Greek form: μακαλωθ. Name meaning: little wants; little voices; looking downward. Equivalent source: UKJV same-reference name-order alignment.
Iōiada,transliterated_form,1 Chronicles 8:36,ot,Jehoadah,Iōiada,ιωιαδα,passing over; testimony of the Lord,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Jehoadah. Source form: Iōiada. Greek form: ιωιαδα. Name meaning: passing over; testimony of the Lord. Equivalent source: UKJV same-reference name-order alignment.
Maisa,person,1 Chronicles 8:36,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elasa,place,1 Chronicles 8:37,ot,Eleasah,Elasa,ελασα,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Eleasah — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Eleasah. Source form: Elasa. Greek form: ελασα. Equivalent source: UKJV same-reference name-order alignment.
Seloni,people_group,1 Chronicles 9:5,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Jeuel,person,1 Chronicles 9:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Salō,transliterated_form,1 Chronicles 9:7,ot,Sallu,Salō,σαλω,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Sallu. Source form: Salō. Greek form: σαλω. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference name-order alignment.
Massalēm,transliterated_form,1 Chronicles 9:8,ot,Massalem,Massalēm,μασσαλημ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Massalem. Source form: Massalēm. Greek form: μασσαλημ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Ragouēl,transliterated_form,1 Chronicles 9:8,ot,Reuel,Ragouēl,ραγουηλ,the shepherd or friend of God,UKJV same-reference witness,0.67,Standard English equivalent: Reuel. Source form: Ragouēl. Greek form: ραγουηλ. Name meaning: the shepherd or friend of God. Equivalent source: UKJV same-reference witness.
Jedaiah,person,1 Chronicles 9:10,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Iōarim,transliterated_form,1 Chronicles 9:10,ot,Jehoiarib,Iōarim,ιωαριμ,"fighting, or multiplying, of the Lord",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Jehoiarib. Source form: Iōarim. Greek form: ιωαριμ. Name meaning: fighting, or multiplying, of the Lord. Equivalent source: UKJV same-reference name-order alignment."
Adiēl,transliterated_form,1 Chronicles 9:12,ot,Adiel,Adiēl,αδιηλ,the witness of the Lord,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Adiel. Source form: Adiēl. Greek form: αδιηλ. Name meaning: the witness of the Lord. Equivalent source: UKJV same-reference name-order alignment.
